,participant,condition,rt,lang
75,2,congruent,365.0679631819221,pol
76,2,congruent,309.4123411866076,pol
77,2,incongruent,556.8110470189062,pol
78,2,incongruent,513.1874037452602,pol
79,2,incongruent,267.0268375460134,pol
80,2,incongruent,385.0260180790858,pol
81,2,incongruent,337.84125897396166,pol
82,2,congruent,700.6687258708115,pol
83,2,incongruent,183.17656373609006,pol
84,2,incongruent,474.63419712148345,pol
85,2,congruent,285.257452580122,pol
86,2,incongruent,334.88781039633557,pol
87,2,incongruent,597.0402970438015,pol
88,2,congruent,299.5430555786596,pol
89,2,congruent,276.30938275468793,pol
90,2,incongruent,370.0548241640535,pol
91,2,congruent,328.8276342217424,pol
92,2,congruent,253.04191819150427,pol
93,2,incongruent,1146.3227430897055,pol
94,2,congruent,361.6184126737925,pol
95,2,congruent,144.07466691822378,pol
96,2,incongruent,423.3759755915821,pol
97,2,congruent,232.77008765030405,pol
98,2,congruent,313.3891193834405,pol
99,2,incongruent,541.1618653028487,pol
0,3,incongruent,493.2334479911836,pol
1,3,incongruent,453.6481701794707,pol
2,3,incongruent,561.028557042875,pol
3,3,congruent,400.8878485655599,pol
4,3,congruent,522.419969593311,pol
5,3,incongruent,257.8551535023737,pol
6,3,congruent,275.3733214400577,pol
7,3,congruent,446.52329952536576,pol
8,3,congruent,261.7667272578293,pol
9,3,incongruent,317.6887516685465,pol
10,3,congruent,304.541425304793,pol
11,3,incongruent,335.7239408932332,pol
12,3,incongruent,456.00170924812,pol
13,3,incongruent,324.14493083572836,pol
14,3,incongruent,374.87390321431826,pol
15,3,congruent,420.64339362838143,pol
16,3,congruent,344.2354424305188,pol
17,3,congruent,557.653556061847,pol
18,3,incongruent,475.578708732559,pol
19,3,incongruent,560.6972029308037,pol
20,3,incongruent,428.2863027560978,pol
21,3,incongruent,592.8052029408334,pol
22,3,incongruent,502.32156564706804,pol
23,3,incongruent,386.59290278209403,pol
24,3,incongruent,568.6838333849715,pol
25,3,incongruent,454.963780090782,pol
26,3,incongruent,462.63326899083614,pol
27,3,congruent,275.8919171800367,pol
28,3,incongruent,350.5058998201479,pol
29,3,incongruent,374.19171414637333,pol
30,3,incongruent,694.731227751612,pol
31,3,congruent,473.5705455976748,pol
32,3,congruent,407.1795628207066,pol
33,3,incongruent,349.1684626905909,pol
34,3,congruent,489.4140023794936,pol
35,3,congruent,311.27368703831183,pol
36,3,congruent,467.4931470514186,pol
37,3,incongruent,419.79444128785906,pol
38,3,congruent,758.5455520708833,pol
39,3,incongruent,311.4387793007315,pol
40,3,incongruent,473.91904786370276,pol
41,3,congruent,258.5936124468323,pol
42,3,congruent,399.43630613029893,pol
43,3,congruent,290.3133069359855,pol
44,3,congruent,378.8105804172175,pol
45,3,incongruent,281.7816330087199,pol
46,3,congruent,89.57323390817473,pol
47,3,incongruent,188.0129222346294,pol
48,3,incongruent,289.5418209580926,pol
49,3,incongruent,455.49285981986293,pol
50,3,congruent,497.3974755419864,pol
51,3,congruent,646.3776076107799,pol
52,3,congruent,248.31712295491923,pol
53,3,congruent,474.4962560836908,pol
54,3,congruent,307.1540785199953,pol
55,3,incongruent,353.0875852565216,pol
56,3,incongruent,360.5732488637588,pol
57,3,incongruent,484.975356749433,pol
58,3,incongruent,389.7597936887656,pol
59,3,incongruent,424.844145492893,pol
60,3,incongruent,359.54322780704746,pol
61,3,congruent,368.2272046338045,pol
62,3,congruent,154.86611181528338,pol
63,3,incongruent,239.68485662198904,pol
64,3,congruent,443.6222700328152,pol
65,3,incongruent,175.40783201736858,pol
66,3,congruent,245.24968994068362,pol
67,3,incongruent,503.72419627418293,pol
68,3,congruent,424.45942282078653,pol
69,3,congruent,524.4033068922636,pol
70,3,congruent,564.7936239442206,pol
71,3,incongruent,542.1658749292297,pol
72,3,congruent,327.5622112640649,pol
73,3,incongruent,411.7106338387979,pol
74,3,congruent,250.03825663287557,pol
75,3,congruent,169.69377061215494,pol
76,3,incongruent,354.0616025999554,pol
77,3,congruent,501.4388664799768,pol
78,3,incongruent,377.44868482111013,pol
79,3,congruent,227.1124469626019,pol
80,3,incongruent,372.08727843859623,pol
81,3,congruent,337.02856239231426,pol
82,3,incongruent,277.1699276560465,pol
83,3,congruent,271.2926819856219,pol
84,3,congruent,414.97067653741203,pol
85,3,congruent,572.8491942459495,pol
86,3,congruent,438.4295844292703,pol
87,3,congruent,242.332994655527,pol
88,3,congruent,635.6025437462313,pol
89,3,incongruent,298.45811342116434,pol
90,3,congruent,537.4652098896408,pol
91,3,incongruent,218.1247302149175,pol
92,3,incongruent,666.2412262356163,pol
93,3,congruent,228.33230055186974,pol
94,3,incongruent,372.6330749035269,pol
95,3,congruent,399.5287550114749,pol
96,3,congruent,275.5067638656732,pol
97,3,congruent,443.2378376175109,pol
98,3,incongruent,555.9419148036127,pol
99,3,incongruent,530.2562835591162,pol
0,4,congruent,250.01863673685503,pol
1,4,congruent,277.2865046240952,pol
2,4,congruent,253.68402082960512,pol
3,4,incongruent,335.8827966757308,pol
4,4,congruent,306.8984697089311,pol
5,4,congruent,386.93358329479065,pol
6,4,congruent,288.56569624470984,pol
7,4,incongruent,220.86723044429982,pol
8,4,incongruent,194.667617911883,pol
9,4,incongruent,226.24740804549702,pol
10,4,incongruent,387.8641063884985,pol
11,4,incongruent,298.31539402046474,pol
12,4,congruent,142.5507599562566,pol
13,4,incongruent,344.58696574894094,pol
14,4,congruent,455.7640194999078,pol
15,4,congruent,419.89579758802023,pol
16,4,congruent,514.3255214044333,pol
17,4,incongruent,465.1254120093828,pol
18,4,congruent,765.2557440325054,pol
19,4,congruent,329.1925712435245,pol
20,4,incongruent,561.3611301281167,pol
21,4,incongruent,483.2108982112329,pol
22,4,congruent,1010.0148446711895,pol
23,4,incongruent,309.67414481410293,pol
24,4,congruent,250.38140867709342,pol
25,4,congruent,413.5335834968123,pol
26,4,incongruent,402.48475299048505,pol
27,4,congruent,226.537805333822,pol
28,4,incongruent,436.41268017000976,pol
29,4,congruent,183.27711254701222,pol
30,4,incongruent,1059.0666483032257,pol
31,4,congruent,544.972973347475,pol
32,4,incongruent,671.4883744692088,pol
33,4,incongruent,528.4935158545195,pol
34,4,congruent,1061.8087862420887,pol
35,4,congruent,246.67711434860703,pol
36,4,incongruent,470.6904467294346,pol
37,4,congruent,361.6796676724423,pol
38,4,congruent,395.52159426142236,pol
39,4,congruent,290.1411234404916,pol
40,4,incongruent,455.56647056866086,pol
41,4,incongruent,313.01230589058116,pol
42,4,incongruent,420.5232109377424,pol
43,4,incongruent,414.2373208543903,pol
44,4,incongruent,290.1922471757881,pol
45,4,congruent,340.6926754401578,pol
46,4,incongruent,465.2394267860652,pol
47,4,incongruent,534.4814783733125,pol
48,4,incongruent,343.0940029106911,pol
49,4,incongruent,252.80900570677454,pol
50,4,congruent,257.92625521860316,pol
51,4,congruent,389.2390184457141,pol
52,4,congruent,275.3838351707674,pol
53,4,incongruent,595.5822777818178,pol
54,4,incongruent,514.4589068744432,pol
55,4,congruent,196.88731803395854,pol
56,4,congruent,104.9415514172717,pol
57,4,incongruent,419.82363608657727,pol
58,4,congruent,424.4760451802872,pol
59,4,incongruent,396.34385045348324,pol
60,4,congruent,303.46296849409464,pol
61,4,incongruent,444.11913452133643,pol
62,4,incongruent,291.3789427716074,pol
63,4,incongruent,288.87290492945294,pol
64,4,incongruent,347.03523281494535,pol
65,4,congruent,152.9267483407805,pol
66,4,congruent,125.27232416809467,pol
67,4,incongruent,461.05881343125066,pol
68,4,congruent,286.7629400768855,pol
69,4,congruent,297.74325126851465,pol
70,4,incongruent,1199.8837829346317,pol
71,4,incongruent,342.27143250650755,pol
72,4,congruent,455.94747486920573,pol
73,4,incongruent,362.76370843548517,pol
74,4,congruent,391.5001032223272,pol
75,4,congruent,438.75142602147673,pol
76,4,incongruent,356.7359231496352,pol
77,4,congruent,340.31611448073215,pol
78,4,incongruent,382.5927449183149,pol
79,4,incongruent,466.62540587706,pol
80,4,congruent,332.77800985806545,pol
81,4,congruent,272.1835679906971,pol
82,4,congruent,413.08037069900183,pol
83,4,congruent,206.76458387449233,pol
84,4,congruent,367.99434300512723,pol
85,4,incongruent,267.6423639276094,pol
86,4,incongruent,373.80205230718826,pol
87,4,incongruent,356.82604884386404,pol
88,4,incongruent,440.41089724121116,pol
89,4,incongruent,287.9466149362794,pol
90,4,congruent,376.02636385838105,pol
91,4,congruent,290.1284283281039,pol
92,4,congruent,383.78611939075245,pol
93,4,congruent,308.9937402747894,pol
94,4,incongruent,606.0217052275443,pol
95,4,incongruent,662.4992624204414,pol
96,4,congruent,756.5704593501218,pol
97,4,congruent,384.6946767113256,pol
98,4,incongruent,275.3770705288672,pol
99,4,incongruent,326.4095107142109,pol
0,5,incongruent,507.0280777836505,pol
1,5,congruent,185.92503545953866,pol
2,5,incongruent,299.5072344587591,pol
3,5,incongruent,356.5240927938165,pol
4,5,incongruent,429.83613524527647,pol
5,5,incongruent,257.1668165742684,pol
6,5,incongruent,316.88630731756115,pol
7,5,incongruent,271.9100821383895,pol
8,5,congruent,296.19414092713487,pol
9,5,incongruent,631.1307470106544,pol
10,5,incongruent,325.62119514527666,pol
11,5,incongruent,394.02220975967896,pol
12,5,incongruent,284.84392397254135,pol
13,5,incongruent,338.54575071028967,pol
14,5,congruent,340.8208052671078,pol
15,5,incongruent,292.4131467139269,pol
16,5,incongruent,405.5603469303887,pol
17,5,congruent,217.2702861496269,pol
18,5,congruent,306.6314887184095,pol
19,5,congruent,716.9525311940433,pol
20,5,congruent,481.76095598336985,pol
21,5,congruent,363.5982269664829,pol
22,5,congruent,578.2651382426807,pol
23,5,incongruent,359.204641333155,pol
24,5,congruent,362.7156846998405,pol
25,5,congruent,342.0466281152906,pol
26,5,incongruent,615.0686744874901,pol
27,5,incongruent,134.70766976540824,pol
28,5,incongruent,474.96520245625265,pol
29,5,congruent,478.1039605170404,pol
30,5,incongruent,504.07263008263664,pol
31,5,incongruent,492.66126333206114,pol
32,5,incongruent,273.3548801847115,pol
33,5,congruent,577.1916417966718,pol
34,5,incongruent,405.7179205320575,pol
35,5,incongruent,407.5237325271514,pol
36,5,incongruent,483.54668605426036,pol
37,5,incongruent,375.76192413338566,pol
38,5,incongruent,490.64921463309906,pol
39,5,incongruent,354.6311787967487,pol
40,5,congruent,146.56033994436137,pol
41,5,incongruent,506.3320507353551,pol
42,5,congruent,216.68127667489028,pol
43,5,congruent,158.75017459606602,pol
44,5,incongruent,220.93421645984358,pol
45,5,incongruent,566.2051999893945,pol
46,5,congruent,305.443678985989,pol
47,5,congruent,385.3833676262954,pol
48,5,congruent,205.94069029511365,pol
49,5,congruent,128.07898032213748,pol
50,5,incongruent,440.84467141323546,pol
51,5,congruent,514.0226057757347,pol
52,5,incongruent,369.2701661875278,pol
53,5,congruent,357.7836799109466,pol
54,5,congruent,218.43222970164328,pol
55,5,congruent,266.2441966183205,pol
56,5,congruent,353.0254434739369,pol
57,5,incongruent,291.14900203402703,pol
58,5,congruent,295.03212936444436,pol
59,5,incongruent,307.2639037416391,pol
60,5,congruent,254.38334191136926,pol
61,5,incongruent,342.04299793529265,pol
62,5,congruent,509.34928424898237,pol
63,5,incongruent,490.9984171057687,pol
64,5,incongruent,232.01916567670386,pol
65,5,congruent,125.88378965892473,pol
66,5,incongruent,427.2590651046116,pol
67,5,incongruent,367.7183431044857,pol
68,5,congruent,297.4135691184048,pol
69,5,congruent,401.6770140743399,pol
70,5,incongruent,354.3755333692434,pol
71,5,incongruent,215.06143980316907,pol
72,5,congruent,347.979303509473,pol
73,5,congruent,539.596030736671,pol
74,5,congruent,170.98929510873688,pol
75,5,incongruent,413.6667205411176,pol
76,5,incongruent,435.20346112458844,pol
77,5,congruent,285.9056875188619,pol
78,5,congruent,228.54480659234252,pol
79,5,congruent,332.9625568768372,pol
80,5,congruent,274.99415998025586,pol
81,5,congruent,210.99425606712413,pol
82,5,congruent,370.6618929788332,pol
83,5,incongruent,296.42122231259384,pol
84,5,congruent,420.4968863642647,pol
85,5,incongruent,609.7947885821491,pol
86,5,incongruent,213.3759442896959,pol
87,5,congruent,294.9231626286947,pol
88,5,congruent,159.9963996505068,pol
89,5,incongruent,334.6700803333901,pol
90,5,incongruent,508.2103439431724,pol
91,5,congruent,461.63635428867246,pol
92,5,congruent,482.881420635313,pol
93,5,congruent,299.3442035773655,pol
94,5,congruent,312.11855481695784,pol
95,5,congruent,460.37389102017994,pol
96,5,congruent,268.033387840355,pol
97,5,incongruent,632.4361576761813,pol
98,5,congruent,225.72002928810946,pol
99,5,incongruent,325.2578325733747,pol
0,6,incongruent,371.8925086059055,pol
1,6,congruent,253.96139124537245,pol
2,6,congruent,244.21867392531283,pol
3,6,congruent,205.7137353433775,pol
4,6,congruent,123.65211014483577,pol
5,6,incongruent,453.8016864663143,pol
6,6,incongruent,375.4463282328075,pol
7,6,congruent,244.08534159200565,pol
8,6,incongruent,236.43031130035436,pol
9,6,incongruent,683.0524693025402,pol
10,6,incongruent,208.48027635804772,pol
11,6,congruent,183.86613396587785,pol
12,6,congruent,471.5417446365167,pol
13,6,congruent,432.25377020349424,pol
14,6,congruent,214.17367511529127,pol
15,6,congruent,401.3008819829548,pol
16,6,congruent,399.6281539526681,pol
17,6,incongruent,324.9084333199061,pol
18,6,congruent,514.1122965483538,pol
19,6,incongruent,565.4717496675102,pol
20,6,incongruent,357.5783706868074,pol
21,6,congruent,116.05433792446593,pol
22,6,incongruent,403.024067450597,pol
23,6,congruent,339.9253663738661,pol
24,6,congruent,249.9407260889841,pol
25,6,incongruent,107.92450830026274,pol
26,6,congruent,317.8321503905945,pol
27,6,congruent,738.7715499978345,pol
28,6,incongruent,336.1092329159308,pol
29,6,incongruent,227.05067942248607,pol
30,6,incongruent,310.05025186409785,pol
31,6,congruent,282.12928834508136,pol
32,6,incongruent,346.9244988824951,pol
33,6,congruent,325.2411106413498,pol
34,6,congruent,298.67913698919693,pol
35,6,incongruent,312.5793412110206,pol
36,6,congruent,242.48263628748916,pol
37,6,congruent,469.2886857575606,pol
38,6,incongruent,501.3243128539313,pol
39,6,incongruent,324.28773312267094,pol
40,6,congruent,258.2480741301385,pol
41,6,incongruent,274.1244253758241,pol
42,6,congruent,189.6076985365357,pol
43,6,congruent,559.2938645038133,pol
44,6,incongruent,303.25069802836566,pol
45,6,congruent,338.1939371012558,pol
46,6,incongruent,287.4288588456511,pol
47,6,incongruent,416.501267719524,pol
48,6,congruent,264.22514632100757,pol
49,6,congruent,294.9692829148131,pol
50,6,congruent,680.3404322823714,pol
51,6,incongruent,588.8744791354547,pol
52,6,incongruent,364.44834124665545,pol
53,6,congruent,118.3577711360756,pol
54,6,incongruent,159.36508585888723,pol
55,6,congruent,203.63196916515872,pol
56,6,incongruent,289.80111590349264,pol
57,6,congruent,452.93469618553195,pol
58,6,incongruent,548.8103992595785,pol
59,6,congruent,268.3250895592187,pol
60,6,incongruent,625.9120352056495,pol
61,6,incongruent,456.37404052713964,pol
62,6,incongruent,297.83574104831087,pol
63,6,incongruent,524.507147923006,pol
64,6,congruent,333.80762424693535,pol
65,6,incongruent,926.0825534650849,pol
66,6,incongruent,314.0939316468609,pol
67,6,incongruent,490.15994227140817,pol
68,6,congruent,434.4409230241811,pol
69,6,congruent,291.6606521420767,pol
70,6,incongruent,352.7167377642904,pol
71,6,incongruent,463.48245947792304,pol
72,6,congruent,248.18836122547805,pol
73,6,incongruent,344.7512008364648,pol
74,6,congruent,260.35434411818125,pol
75,6,incongruent,795.6934000424773,pol
76,6,congruent,493.51969357474087,pol
77,6,congruent,232.57286602938325,pol
78,6,incongruent,763.478708561119,pol
79,6,congruent,432.3669836088587,pol
80,6,incongruent,268.01080304969264,pol
81,6,incongruent,682.4276859265201,pol
82,6,congruent,311.91241042473496,pol
83,6,incongruent,378.8347024133258,pol
84,6,congruent,893.4110153762882,pol
85,6,congruent,602.7593427416896,pol
86,6,incongruent,426.3405507407825,pol
87,6,incongruent,411.0801373167129,pol
88,6,incongruent,422.28516980895483,pol
89,6,congruent,253.25269972788513,pol
90,6,incongruent,1419.2817805105876,pol
91,6,incongruent,467.7309014368792,pol
92,6,congruent,282.0767351974,pol
93,6,incongruent,286.5945554780918,pol
94,6,incongruent,281.8092768609039,pol
95,6,congruent,250.61210743148928,pol
96,6,congruent,986.0938444746308,pol
97,6,congruent,368.3955343972831,pol
98,6,congruent,157.4357595011591,pol
99,6,incongruent,323.0938552355891,pol
0,7,congruent,264.4638427554935,pol
1,7,congruent,331.38902972787565,pol
2,7,incongruent,535.8971338317785,pol
3,7,incongruent,313.2279223920865,pol
4,7,incongruent,720.1863125767098,pol
5,7,incongruent,403.153355659389,pol
6,7,incongruent,893.0902505201294,pol
7,7,congruent,342.4362729433599,pol
8,7,incongruent,410.14233365258167,pol
9,7,incongruent,2285.3538465764996,pol
10,7,incongruent,435.06715079123103,pol
11,7,congruent,363.12474221858395,pol
12,7,incongruent,345.9459103296562,pol
13,7,congruent,548.8719007109282,pol
14,7,congruent,170.3173567473313,pol
15,7,congruent,212.0986977106485,pol
16,7,incongruent,211.86451156101967,pol
17,7,incongruent,392.7763836411397,pol
18,7,congruent,240.9295988772413,pol
19,7,incongruent,421.96281110374747,pol
20,7,congruent,670.0142944659392,pol
21,7,incongruent,475.1531950711293,pol
22,7,congruent,250.51431333265322,pol
23,7,congruent,308.49966777881326,pol
24,7,congruent,154.91916587923055,pol
25,7,incongruent,195.52302914584962,pol
26,7,incongruent,455.4073530509464,pol
27,7,incongruent,362.38726128260794,pol
28,7,congruent,331.7832396570372,pol
29,7,incongruent,127.20806276456416,pol
30,7,congruent,352.14501806570604,pol
31,7,incongruent,557.7961724571587,pol
32,7,incongruent,203.16233381497588,pol
33,7,congruent,410.91977794636455,pol
34,7,congruent,340.54047484887684,pol
35,7,incongruent,75.03220316208028,pol
36,7,incongruent,234.2858796998646,pol
37,7,incongruent,494.2794753087549,pol
38,7,incongruent,396.7222282407745,pol
39,7,incongruent,359.13610455479113,pol
40,7,incongruent,334.14506440137916,pol
41,7,incongruent,402.35695626076824,pol
42,7,congruent,172.41850723643435,pol
43,7,incongruent,227.65185270281654,pol
44,7,congruent,239.5528806371456,pol
45,7,congruent,339.43582718661423,pol
46,7,congruent,457.0372827329743,pol
47,7,incongruent,656.6682083311348,pol
48,7,incongruent,335.99689464361575,pol
49,7,congruent,275.56065748459207,pol
50,7,congruent,310.3411583416001,pol
51,7,congruent,597.7210647182079,pol
52,7,incongruent,798.7277687181951,pol
53,7,congruent,276.6688464985408,pol
54,7,congruent,701.8758724789877,pol
55,7,congruent,272.9194511347007,pol
56,7,congruent,163.51001291687223,pol
57,7,incongruent,250.0396135681925,pol
58,7,congruent,397.8897216751182,pol
59,7,incongruent,386.7117155320929,pol
60,7,incongruent,149.31230364204868,pol
61,7,congruent,316.5953487086067,pol
62,7,incongruent,412.6579876782219,pol
63,7,congruent,198.97921359259738,pol
64,7,incongruent,350.33981386711264,pol
65,7,congruent,441.61011517585746,pol
66,7,congruent,330.0122877817022,pol
67,7,congruent,596.2301327940835,pol
68,7,incongruent,637.5565439868511,pol
69,7,incongruent,337.7546433611527,pol
70,7,congruent,349.6987891646229,pol
71,7,congruent,258.2961773517836,pol
72,7,incongruent,500.34240302836963,pol
73,7,congruent,209.60441331626055,pol
74,7,congruent,1082.0477760628548,pol
75,7,incongruent,558.655732438089,pol
76,7,incongruent,202.7341799859847,pol
77,7,incongruent,559.4475536461821,pol
78,7,incongruent,283.0986583638695,pol
79,7,congruent,803.1375076778742,pol
80,7,incongruent,151.65334648008945,pol
81,7,congruent,155.77844472142516,pol
82,7,congruent,370.7132465877923,pol
83,7,congruent,371.05904423424647,pol
84,7,congruent,284.04463911411756,pol
85,7,incongruent,213.06156415866306,pol
86,7,congruent,510.4387230493801,pol
87,7,congruent,329.8372775237649,pol
88,7,congruent,330.0725810012568,pol
89,7,incongruent,560.4315412879798,pol
90,7,incongruent,224.62841870803913,pol
91,7,congruent,255.78252612749444,pol
92,7,incongruent,383.36716427811996,pol
93,7,congruent,401.9365208734684,pol
94,7,incongruent,624.0135802558707,pol
95,7,incongruent,788.425638032475,pol
96,7,congruent,302.8022273309267,pol
97,7,congruent,364.7995828813308,pol
98,7,congruent,397.141805522178,pol
99,7,incongruent,443.7598080297014,pol
0,8,congruent,385.1154408531636,pol
1,8,incongruent,311.41056032810206,pol
2,8,congruent,541.3714518167742,pol
3,8,congruent,221.58159635229748,pol
4,8,congruent,839.097944894905,pol
5,8,congruent,645.0862414135604,pol
6,8,incongruent,448.4401211861243,pol
7,8,incongruent,262.39262424345435,pol
8,8,incongruent,247.50893785766607,pol
9,8,congruent,128.12420605852245,pol
10,8,incongruent,434.6299142623044,pol
11,8,congruent,713.6901209732318,pol
12,8,congruent,400.7289136574266,pol
13,8,congruent,253.38162612934926,pol
14,8,congruent,342.10409643247425,pol
15,8,incongruent,403.07477286558293,pol
16,8,congruent,234.90185972291172,pol
17,8,incongruent,184.39749596677333,pol
